n_in,final,a,b,c,d,a1,b1,c1,d1,a2,b2,c2,d2,a3,b3,c3,d3
2012041610,0.436,4.2,3.86,47.4,5.71,2.49,3.79,33.34,4.53,2.47,3.95,32,4.65,2.71,3.55,37.3,4.47
2012041611,0.496,4.07,4.27,43.61,5.9,2.26,4.25,27.95,4.81,2.49,4.41,29.44,5.07,2.84,3.94,35.74,4.85
2012041612,0.722,4.36,4.87,41.87,6.54,2.28,4.99,24.59,5.49,2.62,5.13,27.09,5.76,2.97,4.78,31.84,5.63
2012041613,0.837,2.74,6.02,24.46,6.61,2.93,6.09,25.65,6.76,3.12,6.14,26.91,6.88,2.17,6.19,19.3,6.56
2012041614,0.917,3.59,7.1,26.82,7.95,3.46,7.1,25.99,7.9,3.42,7.58,24.29,8.32,2.51,7.2,19.21,7.62
2012041615,0.917,4.75,7.91,30.95,9.23,4.3,7.92,28.53,9.01,4.07,8.58,25.39,9.5,3.17,8.07,21.46,8.67
2012041616,0.887,6.09,8.22,36.51,10.23,5.46,8.35,33.17,9.97,5.16,8.75,30.53,10.16,4.06,8.74,24.92,9.64
2012041617,0.892,7.33,8.08,42.22,10.91,6.71,8.48,38.38,10.81,6.44,8.39,37.48,10.58,5.09,9.07,29.3,10.4
2012041618,0.892,8.16,7.61,47,11.16,7.8,8.45,42.74,11.5,7.55,7.95,43.49,10.97,6.18,8.9,34.78,10.84
2012041619,0.852,8.34,6.93,50.28,10.85,8.5,8.32,45.61,11.9,8.21,7.75,46.65,11.29,7.24,8.17,41.52,10.92
2012041620,0.867,7.97,6.11,52.5,10.04,8.72,7.84,48.03,11.73,8.39,7.54,48.09,11.28,8.03,7.09,48.57,10.71
2012041621,0.882,7.21,5.23,54.04,8.91,8.4,6.66,51.61,10.72,8.12,6.92,49.55,10.67,8.3,5.92,54.49,10.2
2012041622,0.887,6.29,4.35,55.35,7.65,7.6,4.63,58.64,8.9,7.49,5.67,52.84,9.39,7.93,4.91,58.21,9.33
2012041623,0.872,5.53,3.49,57.75,6.53,6.72,2.43,70.1,7.15,6.87,4.16,58.79,8.03,7.32,4.11,60.67,8.39
2012041700,0.847,5.27,2.67,63.17,5.91,6.3,0.95,81.39,6.37,6.71,2.89,66.66,7.3,7,3.52,63.33,7.83
2012041701,0.837,6.67,0.79,83.25,6.72,7.29,2.24,72.88,7.63,7.36,3.1,67.17,7.99,8.25,3.08,69.55,8.8
2012041702,0.832,7.54,1.41,79.42,7.67,8.26,1.98,76.49,8.49,8.17,2.7,71.72,8.6,8.74,2.44,74.38,9.08
2012041703,0.832,8.44,1.99,76.71,8.68,9.09,1.73,79.21,9.25,9.03,2.12,76.8,9.28,8.91,1.75,78.87,9.08
2012041704,0.827,9,1.92,77.92,9.2,9.39,1.22,82.62,9.47,9.6,1.24,82.62,9.68,8.8,1.05,83.17,8.87
2012041705,0.827,9.18,1.34,81.7,9.28,9.21,0.55,86.6,9.23,9.71,0.27,88.41,9.71,8.42,0.4,87.26,8.43
2012041706,0.812,9.08,0.58,86.37,9.1,8.72,-0.06,90.38,8.72,9.21,-0.53,93.3,9.23,7.77,-0.14,91.01,7.77
2012041707,0.772,8.76,-0.09,90.61,8.76,8.08,-0.44,93.1,8.09,8.1,-0.95,96.68,8.15,6.89,-0.52,94.3,6.91
2012041708,0.722,8.29,-0.62,94.25,8.32,7.42,-0.62,94.79,7.45,6.8,-1.05,98.74,6.88,6.02,-0.75,97.05,6.07
2012041709,0.586,7.76,-1,97.37,7.83,6.88,-0.69,95.73,6.91,5.86,-0.95,99.22,5.94,5.45,-0.83,98.7,5.51
2012041710,0.471,7.24,-1.27,99.93,7.35,6.55,-0.72,96.24,6.59,5.66,-0.78,97.88,5.72,5.37,-0.81,98.6,5.43
2012041711,0.391,6.8,-1.44,101.97,6.95,6.39,-0.75,96.69,6.43,5.97,-0.63,95.98,6,5.61,-0.75,97.58,5.66
2012041712,0.376,6.51,-1.56,103.48,6.69,6.32,-0.83,97.48,6.38,6.39,-0.55,94.92,6.41,5.93,-0.72,96.88,5.98
2012041913,0.201,3.87,1.29,71.58,4.08,4.14,0.87,78.18,4.23,3.93,1.23,72.55,4.11,3.25,0.27,85.17,3.26
2012041914,0.085,3.94,0.66,80.52,3.99,4.2,0.19,87.47,4.21,4,0.43,83.87,4.03,3.12,-0.44,97.93,3.15
2012041915,0.065,4.06,0.08,88.89,4.06,4.24,-0.36,94.87,4.25,4.06,-0.25,93.48,4.07,3.34,-0.69,101.65,3.41
2012041916,0.115,4.31,-0.29,93.83,4.32,4.31,-0.61,98.07,4.35,4.17,-0.57,97.8,4.2,3.75,-0.64,99.69,3.8
2012041917,0.201,4.59,-0.5,96.19,4.62,4.39,-0.66,98.58,4.44,4.28,-0.67,98.84,4.33,4.2,-0.5,96.81,4.23
2012041918,0.251,4.76,-0.66,97.9,4.8,4.47,-0.68,98.67,4.52,4.34,-0.75,99.73,4.41,4.56,-0.5,96.25,4.59
2012041919,0.281,4.68,-0.86,100.44,4.76,4.48,-0.8,100.09,4.55,4.28,-0.97,102.72,4.39,4.67,-0.79,99.59,4.73
2012041920,0.261,4.31,-1.1,104.33,4.45,4.29,-1,103.16,4.41,4.02,-1.28,107.59,4.22,4.42,-1.25,105.82,4.59
2012041921,0.18,3.62,-1.35,110.46,3.86,3.75,-1.26,108.54,3.96,3.49,-1.56,114.12,3.82,3.71,-1.71,114.67,4.09
2012041922,0.135,2.62,-1.58,121.11,3.06,2.79,-1.52,118.57,3.18,2.65,-1.73,123.19,3.17,2.53,-1.99,128.17,3.22
2012041923,0.085,1.5,-1.75,139.44,2.3,1.63,-1.72,136.56,2.36,1.68,-1.77,136.58,2.44,1.19,-2.05,149.85,2.37
2012042000,0.045,0.47,-1.81,165.37,1.87,0.57,-1.78,162.26,1.87,0.78,-1.67,155.04,1.84,0.08,-1.85,177.45,1.85
2012042001,0.005,-0.15,-1.67,185.08,1.68,0.12,-1.46,175.38,1.46,-0.51,-1.41,199.98,1.5,-0.58,-1.43,202.16,1.54
2012042002,0.005,-0.61,-1.47,202.61,1.59,-0.36,-1.23,196.44,1.29,-0.78,-0.95,219.31,1.23,-0.75,-1.14,213.33,1.36
2012042003,0,-0.98,-1.27,217.59,1.6,-0.78,-1.13,214.43,1.37,-1.01,-0.74,233.82,1.25,-0.88,-0.93,223.51,1.28
2012042004,0.035,-1.36,-1.17,229.49,1.79,-1.2,-1.23,224.26,1.72,-1.42,-0.93,236.73,1.7,-1,-0.79,231.88,1.27
2012042005,0.105,-1.72,-1.18,235.67,2.08,-1.59,-1.39,228.97,2.11,-1.84,-1.2,236.94,2.2,-1.13,-0.72,237.59,1.34
2012042006,0.12,-1.96,-1.31,236.33,2.35,-1.88,-1.39,233.43,2.34,-2,-1.08,241.6,2.28,-1.29,-0.74,240.12,1.49
2012042007,0.125,-2.03,-1.51,233.28,2.53,-2,-1.1,241.13,2.28,-1.75,-0.29,260.46,1.77,-1.5,-0.84,240.86,1.72
2012042008,0.07,-2.02,-1.55,232.42,2.55,-2.04,-0.61,253.27,2.13,-1.33,0.84,302.26,1.57,-1.73,-0.81,244.87,1.91
2012042009,0.211,-2.07,-1.14,241.09,2.36,-2.11,-0.08,267.93,2.11,-1.09,1.83,329.08,2.13,-1.91,-0.42,257.64,1.96
2012042010,0.201,-2.26,-0.1,267.42,2.26,-2.28,0.4,280.04,2.31,-1.29,2.32,331.02,2.66,-2,0.49,283.76,2.06
2012042011,0.251,-2.46,1.29,297.64,2.77,-2.47,0.89,289.93,2.63,-1.7,2.55,326.29,3.06,-1.92,1.74,312.29,2.59
2012042012,0.211,-2.49,2.63,316.51,3.62,-2.58,1.51,300.4,2.99,-2.01,2.85,324.82,3.49,-1.56,3.08,333.11,3.45
2012042013,0.185,-2.53,2.33,312.56,3.44,-1.96,3.52,330.86,4.03,-0.9,4.27,348.13,4.37,-1.09,3.17,341.07,3.35
2012042014,0.18,-2.38,3.22,323.55,4,-1.51,4.46,341.26,4.71,-0.07,5.26,359.19,5.26,0,4.26,0.02,4.26
2012042015,0.371,-2.2,4.04,331.47,4.6,-0.69,5.52,352.91,5.56,0.72,6,6.79,6.05,1.02,5.43,10.6,5.53
2012042016,0.607,-2.02,4.67,336.65,5.09,0.47,6.52,4.1,6.53,1.34,6.48,11.67,6.62,1.95,6.49,16.73,6.78
2012042017,0.767,-1.68,5.18,342.03,5.45,1.76,7.28,13.61,7.49,1.92,6.7,15.95,6.97,2.85,7.16,21.67,7.71
2012042018,0.877,-0.98,5.68,350.18,5.77,2.98,7.6,21.43,8.16,2.63,6.7,21.48,7.2,3.76,7.17,27.66,8.09
2012042019,0.862,0.18,6.19,1.63,6.19,3.94,7.33,28.24,8.32,3.58,6.43,29.07,7.36,4.67,6.3,36.57,7.84
2012042020,0.812,1.47,6.32,13.11,6.49,4.51,6.44,35.03,7.87,4.42,5.68,37.88,7.19,5.35,4.73,48.52,7.14
2012042021,0.707,2.47,5.61,23.81,6.13,4.63,4.94,43.15,6.77,4.73,4.15,48.74,6.29,5.49,2.72,63.61,6.12
2012042022,0.436,2.87,3.79,37.08,4.76,4.27,2.93,55.53,5.18,4.24,1.74,67.67,4.59,4.9,0.55,83.61,4.93
2012042023,0.211,2.8,1.51,61.62,3.18,3.7,0.9,76.32,3.81,3.34,-0.89,105.02,3.45,3.92,-1.45,110.3,4.18
2012042100,0.11,2.54,-0.38,98.5,2.57,3.24,-0.58,100.16,3.29,2.53,-2.95,139.38,3.88,3,-2.92,134.2,4.18
2012042301,0.351,-2.42,-3.36,215.75,4.14,-1.84,-2.78,213.56,3.33,-1.74,-2.59,213.89,3.12,-1.72,-3.48,206.25,3.88
2012042302,0.381,-2.68,-3.52,217.27,4.42,-2.18,-3.05,215.57,3.75,-2.02,-2.84,215.45,3.49,-2.19,-3.5,212.08,4.13
2012042303,0.627,-2.87,-3.79,217.18,4.76,-2.39,-3.49,214.35,4.23,-2.24,-3.26,214.46,3.95,-2.32,-3.61,212.68,4.29
2012042304,0.657,-2.82,-3.98,215.34,4.88,-2.23,-3.86,209.96,4.46,-2.15,-3.64,210.58,4.23,-2.18,-3.81,209.75,4.39
2012042305,0.677,-2.57,-4.13,211.85,4.86,-1.84,-4.14,203.96,4.53,-1.85,-3.94,205.16,4.36,-1.9,-4.09,204.94,4.51
2012042306,0.702,-2.22,-4.36,207.03,4.89,-1.47,-4.37,198.58,4.61,-1.51,-4.18,199.89,4.44,-1.61,-4.42,200.03,4.7
2012042307,0.692,-1.88,-4.75,201.65,5.11,-1.28,-4.59,195.6,4.77,-1.25,-4.36,196.01,4.54,-1.4,-4.79,196.26,4.99
2012042308,0.757,-1.55,-5.26,196.45,5.49,-1.19,-4.87,193.67,5.02,-1.04,-4.62,192.64,4.74,-1.2,-5.23,192.89,5.37
2012042309,0.807,-1.22,-5.84,191.77,5.97,-1.02,-5.28,190.94,5.38,-0.78,-5.09,188.76,5.15,-0.91,-5.77,188.94,5.84
2012042310,0.837,-0.87,-6.43,187.72,6.49,-0.69,-5.87,186.67,5.91,-0.45,-5.85,184.35,5.87,-0.47,-6.42,184.15,6.43
2012042311,0.862,-0.58,-7.04,184.69,7.07,-0.31,-6.6,182.71,6.61,-0.08,-6.77,180.7,6.77,0.03,-7.11,179.79,7.11
2012042312,0.912,-0.4,-7.69,183.01,7.7,-0.09,-7.44,180.68,7.44,0.21,-7.65,178.42,7.66,0.43,-7.78,176.87,7.79
2012042313,0.922,-0.13,-8.31,180.89,8.31,0.38,-8.35,177.41,8.35,0.63,-8.35,175.68,8.38,1.43,-7.58,169.33,7.72
2012042314,0.922,-0.24,-9.12,181.53,9.12,0.49,-8.88,176.82,8.89,0.72,-8.89,175.4,8.91,1.88,-8.19,167.07,8.4
2012042315,0.922,-0.17,-9.74,180.98,9.75,0.67,-9.33,175.88,9.35,0.79,-9.44,175.23,9.48,1.89,-8.99,168.13,9.18
2012042316,0.927,0.27,-10.11,178.46,10.11,0.98,-9.73,174.23,9.78,0.94,-10.05,174.66,10.1,1.61,-9.84,170.71,9.97
2012042317,0.932,0.86,-10.3,175.21,10.34,1.34,-9.98,172.35,10.07,1.15,-10.57,173.78,10.63,1.24,-10.54,173.27,10.61
2012042318,0.937,1.3,-10.46,172.92,10.54,1.61,-9.92,170.79,10.05,1.38,-10.79,172.69,10.88,1,-10.85,174.72,10.9
2012042319,0.937,1.37,-10.67,172.71,10.75,1.7,-9.48,169.84,9.63,1.6,-10.6,171.42,10.72,1.04,-10.65,174.43,10.7
2012042320,0.922,1.19,-10.74,173.68,10.81,1.68,-8.84,169.21,9,1.77,-10.12,170.07,10.28,1.27,-10.08,172.8,10.16
2012042321,0.892,0.99,-10.45,174.56,10.49,1.68,-8.25,168.52,8.42,1.88,-9.55,168.84,9.73,1.56,-9.39,170.54,9.52
2012042322,0.882,0.95,-9.64,174.36,9.69,1.75,-7.9,167.48,8.09,1.92,-9.04,167.99,9.24,1.8,-8.76,168.42,8.95
2012042323,0.907,1.07,-8.59,172.89,8.65,1.89,-7.68,166.2,7.91,1.91,-8.6,167.45,8.81,1.94,-8.26,166.76,8.49
2012042400,0.822,1.31,-7.62,170.22,7.74,2.01,-7.43,164.85,7.69,1.89,-8.19,166.99,8.41,2.01,-7.9,165.71,8.15
2012042401,0.842,2.08,-7.03,163.48,7.33,1.89,-7.81,166.37,8.03,2.01,-7.65,165.28,7.91,2.69,-7.52,160.35,7.99
2012042402,0.862,2.14,-6.59,162.01,6.93,1.92,-7.43,165.53,7.67,2.01,-7.42,164.87,7.69,3.1,-6.8,155.5,7.47
2012042403,0.867,2.23,-6.27,160.41,6.66,1.96,-7.05,164.45,7.32,2.08,-7.07,163.64,7.37,3.36,-6.26,151.77,7.1
2012042404,0.817,2.39,-6.17,158.82,6.62,2.03,-6.67,163.06,6.97,2.27,-6.51,160.77,6.9,3.5,-5.85,149.07,6.82
2012042405,0.787,2.59,-6.18,157.28,6.7,2.14,-6.27,161.17,6.62,2.53,-5.83,156.53,6.36,3.54,-5.46,147.03,6.51
2012042406,0.847,2.77,-6.14,155.7,6.73,2.3,-5.84,158.49,6.27,2.77,-5.17,151.77,5.87,3.47,-4.96,145.01,6.06
2012042407,0.817,2.9,-5.91,153.83,6.58,2.52,-5.36,154.8,5.92,2.94,-4.63,147.6,5.48,3.33,-4.3,142.24,5.44
2012042408,0.757,3.03,-5.56,151.45,6.33,2.76,-4.87,150.49,5.59,3.07,-4.24,144.06,5.24,3.28,-3.71,138.59,4.95
2012042409,0.802,3.2,-5.21,148.47,6.12,2.94,-4.4,146.25,5.3,3.27,-4.01,140.86,5.17,3.48,-3.49,135.12,4.93
2012042410,0.772,3.46,-4.97,145.18,6.06,3.05,-4.02,142.8,5.04,3.57,-3.95,137.93,5.33,4.04,-3.84,133.5,5.58
2012042411,0.687,3.76,-4.93,142.65,6.2,3.15,-3.82,140.49,4.95,3.93,-4.06,135.91,5.65,4.75,-4.52,133.58,6.55
2012042412,0.717,4.04,-5.17,141.96,6.56,3.34,-3.94,139.64,5.16,4.28,-4.33,135.3,6.09,5.27,-5.18,134.51,7.39
2012042613,0.135,-0.97,0.96,314.63,1.36,-0.08,2.57,358.22,2.57,0.28,3.09,5.17,3.1,-1.09,3.41,342.27,3.58
2012042614,0.055,-0.75,0.69,312.58,1.02,0.55,3.06,10.16,3.11,1.19,2.66,24.07,2.91,-0.54,3.49,351.19,3.53
2012042615,0.03,0.16,0.35,24.83,0.38,1.62,2.69,31.15,3.14,2.39,1.84,52.38,3.02,0.72,2.68,14.99,2.77
2012042616,0.025,1.94,-0.08,92.37,1.94,3.16,1.01,72.26,3.32,3.76,0.55,81.62,3.8,2.36,1.25,62.12,2.67
2012042617,0.065,4.01,-0.63,98.98,4.06,4.74,-1.26,104.9,4.91,4.99,-0.93,100.54,5.07,3.98,-0.49,96.96,4
2012042618,0.421,5.57,-1.36,103.76,5.73,5.83,-3.15,118.39,6.62,5.73,-2.23,111.3,6.15,5.11,-2.21,113.4,5.57
2012042619,0.652,6.07,-2.27,110.53,6.48,6.04,-3.92,123.01,7.2,5.76,-3.09,118.22,6.53,5.44,-3.65,123.88,6.55
2012042620,0.727,5.84,-3.14,118.26,6.63,5.67,-3.93,124.72,6.9,5.29,-3.58,124.08,6.39,5.16,-4.73,132.5,7
2012042621,0.622,5.45,-3.7,124.16,6.59,5.15,-3.76,126.09,6.38,4.69,-3.89,129.68,6.09,4.59,-5.4,139.68,7.09
2012042622,0.581,5.32,-3.79,125.47,6.54,4.84,-3.86,128.58,6.19,4.21,-4.13,134.45,5.9,3.98,-5.65,144.87,6.91
2012042623,0.677,5.28,-3.68,124.86,6.44,4.63,-4.05,131.19,6.16,3.83,-4.21,137.71,5.69,3.39,-5.49,148.33,6.45
2012042700,0.612,5.02,-3.74,126.65,6.26,4.33,-4,132.7,5.89,3.42,-3.95,139.15,5.22,2.82,-4.96,150.34,5.71
2012042701,0.662,3.79,-3.46,132.39,5.14,2.9,-3.29,138.56,4.38,2.3,-4.13,150.91,4.73,1.42,-4.75,163.32,4.96
2012042702,0.737,3.13,-2.72,130.94,4.15,2.38,-2.52,136.6,3.46,1.88,-3.29,150.27,3.79,0.79,-4.88,170.81,4.95
2012042703,0.662,2.52,-2.14,130.34,3.3,2,-2.05,135.62,2.86,1.63,-2.74,149.24,3.19,0.72,-4.83,171.54,4.89
2012042704,0.466,2.08,-2,133.87,2.89,1.87,-2.15,139,2.85,1.6,-2.7,149.31,3.14,1.04,-4.66,167.36,4.77
2012042705,0.551,1.8,-2.16,140.1,2.81,1.89,-2.6,143.9,3.21,1.74,-2.98,149.74,3.45,1.54,-4.4,160.66,4.66
2012042706,0.717,1.61,-2.34,145.49,2.84,1.94,-3.03,147.29,3.6,1.95,-3.27,149.22,3.8,1.98,-4.1,154.21,4.55
2012042707,0.637,1.46,-2.37,148.41,2.78,1.93,-3.19,148.84,3.73,2.17,-3.37,147.23,4.01,2.19,-3.82,150.18,4.4
2012042708,0.561,1.43,-2.41,149.37,2.81,1.93,-3.29,149.6,3.81,2.42,-3.44,144.92,4.21,2.29,-3.7,148.17,4.35
2012042709,0.466,1.63,-2.72,149.04,3.17,2.04,-3.59,150.4,4.13,2.73,-3.74,143.9,4.63,2.49,-3.88,147.3,4.61
2012042710,0.501,2.12,-3.44,148.38,4.04,2.35,-4.3,151.38,4.9,3.12,-4.44,144.88,5.42,2.91,-4.44,146.81,5.31
2012042711,0.642,2.73,-4.32,147.75,5.11,2.77,-5.15,151.74,5.84,3.5,-5.28,146.51,6.34,3.42,-5.16,146.49,6.19
2012042712,0.551,3.26,-5.04,147.11,6,3.19,-5.77,151.05,6.59,3.74,-5.96,147.85,7.04,3.84,-5.74,146.22,6.91
2012042713,0.687,3.53,-5.9,149.12,6.87,3.79,-6.2,148.57,7.27,4.04,-5.95,145.83,7.19,4.08,-6.19,146.57,7.41
2012042714,0.717,3.76,-5.65,146.34,6.79,3.73,-6.09,148.52,7.14,4.07,-5.82,145.02,7.1,4.23,-6.14,145.47,7.46
2012042715,0.627,3.9,-5.25,143.35,6.54,3.68,-5.75,147.35,6.83,4.07,-5.48,143.39,6.83,4.29,-5.87,143.8,7.27
2012042716,0.541,3.96,-4.86,140.83,6.27,3.76,-5.33,144.82,6.53,4.13,-5.05,140.7,6.52,4.3,-5.45,141.7,6.94
2012042717,0.516,4.02,-4.59,138.76,6.1,3.92,-4.99,141.86,6.34,4.24,-4.66,137.68,6.3,4.28,-5.02,139.53,6.6
2012042718,0.526,4.17,-4.47,136.99,6.12,4.08,-4.85,139.95,6.34,4.38,-4.47,135.57,6.26,4.29,-4.75,137.89,6.4
2012042719,0.391,4.44,-4.52,135.52,6.33,4.17,-5,140.13,6.51,4.49,-4.54,135.33,6.39,4.33,-4.71,137.4,6.39
2012042720,0.436,4.61,-4.55,134.61,6.48,4.11,-5.17,141.54,6.61,4.44,-4.66,136.38,6.44,4.28,-4.71,137.75,6.36
2012042721,0.476,4.42,-4.34,134.44,6.2,3.79,-5.05,143.12,6.32,4.08,-4.53,138,6.1,3.98,-4.49,138.44,6.01
2012042722,0.426,3.71,-3.75,135.26,5.27,3.19,-4.42,144.2,5.45,3.34,-3.96,139.86,5.18,3.37,-3.88,139.08,5.14
2012042723,0.351,2.75,-2.98,137.21,4.05,2.49,-3.48,144.42,4.28,2.46,-3.13,141.76,3.98,2.64,-3.04,139.1,4.03
2012042800,0.326,1.93,-2.32,140.15,3.02,1.96,-2.56,142.62,3.22,1.8,-2.33,142.35,2.94,2.08,-2.23,136.99,3.05
2012043001,0,0.22,-1.92,173.54,1.93,0.01,-2.06,179.85,2.06,0.04,-1.99,178.94,1.99,-0.48,-3.04,189.06,3.08
2012043002,0.005,0.29,-1.99,171.66,2.01,-0.25,-2.35,186.14,2.36,-0.06,-2.26,181.64,2.26,-0.95,-2.94,197.94,3.09
2012043003,0.01,0.07,-2.03,178.01,2.03,-0.72,-2.46,196.44,2.56,-0.47,-2.27,191.79,2.32,-1.47,-2.23,213.32,2.67
2012043004,0.04,-0.72,-1.81,201.75,1.95,-1.45,-2.06,215.03,2.52,-1.3,-1.65,218.28,2.1,-1.97,-1.14,239.99,2.27
2012043005,0.09,-1.76,-1.35,232.45,2.22,-2.2,-1.29,239.6,2.55,-2.22,-0.63,254.05,2.31,-2.35,0.09,272.14,2.35
2012043006,0.195,-2.57,-0.72,254.38,2.66,-2.72,-0.38,261.96,2.75,-2.79,0.39,277.97,2.82,-2.51,1.17,295.01,2.77
2012043007,0.211,-2.79,0.03,270.64,2.79,-2.82,0.46,279.2,2.86,-2.72,1.12,292.4,2.95,-2.37,1.89,308.62,3.03
2012043008,0.226,-2.61,0.82,287.39,2.73,-2.65,1.17,293.81,2.89,-2.33,1.59,304.25,2.82,-2.07,2.26,317.58,3.06
2012043009,0.195,-2.34,1.56,303.73,2.81,-2.43,1.72,305.17,2.98,-2.06,1.88,312.44,2.79,-1.78,2.34,322.75,2.94
2012043010,0.551,-2.24,2.2,314.54,3.14,-2.38,2.09,311.33,3.17,-2.24,2.12,313.37,3.08,-1.65,2.22,323.32,2.76
2012043011,0.486,-2.3,2.7,319.63,3.55,-2.48,2.36,313.64,3.43,-2.67,2.37,311.65,3.57,-1.7,2.09,320.88,2.7
2012043012,0.376,-2.46,3.04,321.09,3.91,-2.69,2.62,314.26,3.76,-3.02,2.75,312.32,4.09,-1.92,2.2,318.88,2.92
2012043013,0.361,-2.97,2.93,314.7,4.17,-3.05,3.26,316.9,4.47,-2.29,2.69,319.6,3.53,-1.92,3.58,331.74,4.06
2012043014,0.195,-3.18,3.24,315.55,4.54,-2.91,3.67,321.57,4.68,-2.69,3.32,320.92,4.27,-2.13,3.46,328.41,4.06
2012043015,0.14,-3.22,3.47,317.17,4.73,-2.82,3.65,322.28,4.62,-3.04,3.78,321.24,4.85,-2.61,3.23,321.05,4.15
2012043016,0.135,-3.01,3.56,319.83,4.66,-2.96,3.04,315.72,4.24,-3.22,3.84,320,5.02,-3.23,2.93,312.26,4.36
2012043017,0.286,-2.73,3.56,322.46,4.49,-3.22,2.18,304.15,3.89,-3.29,3.61,317.64,4.89,-3.8,2.66,304.98,4.64
2012043018,0.476,-2.63,3.51,323.16,4.38,-3.42,1.59,294.92,3.78,-3.3,3.28,314.81,4.66,-4.14,2.5,301.17,4.84
2012043019,0.125,-2.84,3.46,320.57,4.48,-3.45,1.61,294.99,3.81,-3.3,3.01,312.37,4.47,-4.1,2.52,301.54,4.82
2012043020,0.471,-3.18,3.37,316.63,4.64,-3.33,1.97,300.66,3.87,-3.26,2.83,311.01,4.32,-3.76,2.6,304.63,4.57
2012043021,0.556,-3.36,3.19,313.48,4.64,-3.12,2.27,306.04,3.85,-3.14,2.75,311.25,4.18,-3.24,2.6,308.74,4.15
2012043022,0.501,-3.19,2.89,312.16,4.3,-2.87,2.19,307.39,3.61,-2.92,2.76,313.44,4.02,-2.65,2.42,312.41,3.59
2012043023,0.251,-2.81,2.52,311.9,3.78,-2.59,1.9,306.34,3.21,-2.59,2.78,316.96,3.8,-2.14,2.19,315.67,3.06
2012050100,0.135,-2.48,2.19,311.46,3.3,-2.27,1.68,306.52,2.82,-2.17,2.69,321.11,3.46,-1.84,2.07,318.42,2.77
2012050101,0.085,-1.88,1.7,312.12,2.54,-1.65,2.44,325.86,2.94,-1.82,2.17,320.09,2.83,-2.37,2.43,315.6,3.39
2012050102,0.246,-1.35,1.82,323.3,2.26,-1.01,2.08,333.98,2.31,-1.85,2.31,321.32,2.96,-1.83,2.43,323,3.04
2012050103,0.261,-0.59,1.78,341.58,1.87,-0.22,1.7,352.69,1.71,-1.64,2.24,323.76,2.77,-1,2.25,335.94,2.46
2012050104,0.075,0.43,1.42,16.87,1.48,0.72,1.37,27.75,1.55,-0.98,1.77,331.06,2.02,-0.01,1.9,359.66,1.9
2012050105,0.01,1.48,0.85,60.09,1.71,1.6,1.07,56.17,1.93,-0.04,1.02,357.74,1.03,0.97,1.42,34.25,1.72
2012050106,0,2.26,0.27,83.12,2.28,2.18,0.77,70.59,2.31,0.9,0.2,77.43,0.93,1.76,0.82,64.92,1.94
2012050107,0.05,2.57,-0.17,93.77,2.58,2.3,0.43,79.41,2.34,1.64,-0.54,108.19,1.73,2.23,0.13,86.59,2.23
2012050108,0.17,2.55,-0.5,101.04,2.59,2.12,0.1,87.34,2.12,2.18,-1.15,117.92,2.46,2.5,-0.54,102.14,2.55
2012050109,0.211,2.42,-0.77,107.74,2.54,1.9,-0.16,94.93,1.91,2.57,-1.63,122.32,3.04,2.74,-1.06,111.16,2.94
2012050110,0.19,2.37,-1.05,113.89,2.59,1.84,-0.32,99.98,1.87,2.87,-1.95,124.23,3.47,3.08,-1.35,113.74,3.36
2012050111,0.165,2.38,-1.31,118.87,2.71,1.88,-0.45,103.49,1.93,3.03,-2.13,125.12,3.7,3.42,-1.51,113.78,3.74
2012050112,0.125,2.37,-1.53,122.82,2.82,1.92,-0.64,108.58,2.02,3,-2.17,125.92,3.7,3.64,-1.66,114.56,4
2012050313,0.015,1.86,1.57,49.8,2.44,0.06,0.03,64.96,0.07,0.32,-0.58,151.06,0.66,-1.87,-0.05,268.41,1.87
2012050314,0.025,2.66,2.29,49.18,3.51,-0.54,1.3,337.56,1.4,-0.11,0.15,323.19,0.18,-2.19,0.7,287.63,2.3
2012050315,0.14,3.11,2.69,49.06,4.11,-0.91,2.28,338.15,2.46,-0.4,0.79,333.05,0.88,-1.49,1.65,318,2.22
2012050316,0.005,2.88,2.51,48.97,3.82,-0.96,2.58,339.48,2.75,-0.53,1.17,335.58,1.29,-0.14,2.69,357.08,2.69
2012050317,0.05,2.34,1.86,51.5,2.99,-0.58,2.48,346.88,2.54,-0.4,1.44,344.3,1.49,1.4,3.61,21.11,3.87
2012050318,0.311,2,0.98,63.95,2.23,0.36,2.44,8.38,2.47,0.12,1.78,3.76,1.78,2.61,4.25,31.61,4.99
2012050319,0.241,2.24,0.09,87.61,2.24,1.82,2.8,33.05,3.34,1.03,2.29,24.13,2.51,3.15,4.45,35.27,5.46
2012050320,0.271,2.71,-0.57,101.79,2.77,3.22,3.34,43.98,4.64,1.8,2.73,33.39,3.27,3.14,4.32,35.98,5.34
2012050321,0.221,2.95,-0.77,104.57,3.04,3.85,3.74,45.9,5.37,1.79,2.75,33.03,3.28,2.83,3.99,35.35,4.9
2012050322,0.155,2.58,-0.37,98.17,2.6,3.27,3.72,41.29,4.95,0.61,2.14,15.98,2.23,2.47,3.6,34.47,4.36
2012050323,0.326,1.77,0.36,78.42,1.8,2.09,3.31,32.28,3.92,-0.91,1.38,326.55,1.65,2.15,3.14,34.4,3.8
2012050400,0.085,0.82,1.07,37.29,1.35,1.22,2.6,25.26,2.87,-1.68,1.08,302.57,2,1.95,2.61,36.79,3.26
